unique_id,name_id,surname,first_name,common_name,display_name,gender,title,electorate,birth_date,death_date,form1,form2,form3,form4,form5,source
Kekwick1910,KE8,Kekwick,Bruce,,"Kekwick, Bruce",male,,Bass,1910-04-24,1982-02-02,Mr Bruce Kekwick,Mr Kekwick,MR BRUCE KEKWICK,MR KEKWICK,Kekwick,AustralianPoliticians
Kelly1877,KEA,Kelly,William,,"Kelly, William",male,,Wentworth,1877-12-01,1960-01-27,Mr William Kelly,Mr Kelly,MR WILLIAM KELLY,MR KELLY,Kelly,AustralianPoliticians
Kelly1912,009MM,Kelly,Charles,Bert,"Kelly, Bert",male,,Wakefield,1912-06-22,1997-01-17,Mr Bert Kelly,Mr Kelly,MR BERT KELLY,MR KELLY,Kelly,AustralianPoliticians
Kelly1948,OH4,Kelly,Roslyn,Ros,"Kelly, Ros",female,,Canberra,1948-01-25,,Ms Ros Kelly,Ms Kelly,MS ROS KELLY,MS KELLY,Kelly,AustralianPoliticians
Kelly1954,FK6,Kelly,De-Anne,,"Kelly, De-Anne",female,,Dawson,1954-03-21,,Ms De-Anne Kelly,Ms Kelly,MS DE-ANNE KELLY,MS KELLY,Kelly,AustralianPoliticians
Kelly1960,HRI,Kelly,Michael,Mike,"Kelly, Mike",male,,Eden-Monaro,1960-02-23,,Mr Mike Kelly,Mr Kelly,MR MIKE KELLY,MR KELLY,Kelly,AustralianPoliticians
Kelly1963,99931,Kelly,Craig,,"Kelly, Craig",male,,Hughes,1963-09-29,,Mr Craig Kelly,Mr Kelly,MR CRAIG KELLY,MR KELLY,Kelly,AustralianPoliticians
Kelly1964,GK6,Kelly,Jacqueline,Jackie,"Kelly, Jackie",female,,Lindsay,1964-02-18,,Ms Jackie Kelly,Ms Kelly,MS JACKIE KELLY,MS KELLY,Kelly,AustralianPoliticians
Kemp1941,BT4,Kemp,David,,"Kemp, David",male,,Goldstein,1941-10-14,,Mr David Kemp,Mr Kemp,MR DAVID KEMP,MR KEMP,Kemp,AustralianPoliticians
Kendell1851,KEB,Kendell,William,,"Kendell, William",male,,Corio,1851-03-06,1922-10-20,Mr William Kendell,Mr Kendell,MR WILLIAM KENDELL,MR KENDELL,Kendell,AustralianPoliticians
Kennedy1860,KED,Kennedy,Thomas,,"Kennedy, Thomas",male,,Moira,,1929-02-16,Mr Thomas Kennedy,Mr Kennedy,MR THOMAS KENNEDY,MR KENNEDY,Kennedy,AustralianPoliticians
Kennedy1940,KEC,Kennedy,Andrew,David,"Kennedy, David",male,,Bendigo,1940-03-20,,Mr David Kennedy,Mr Kennedy,MR DAVID KENNEDY,MR KENNEDY,Kennedy,AustralianPoliticians
Kent1927,PH4,Kent,Lewis,,"Kent, Lewis",male,,Hotham,1927-09-08,2014-06-22,Mr Lewis Kent,Mr Kent,MR LEWIS KENT,MR KENT,Kent,AustralianPoliticians
KentHughes1895,KEE,Kent Hughes,Wilfrid,Bill,"Kent Hughes, Bill",male,,Chisholm,1895-06-12,1970-07-31,Mr Bill Kent Hughes,Mr Kent Hughes,MR BILL KENT HUGHES,MR KENT HUGHES,Kent Hughes,AustralianPoliticians
Keogh1931,KEI,Keogh,Leonard,Len,"Keogh, Len",male,,Bowman,1931-06-02,2007-10-10,Mr Len Keogh,Mr Keogh,MR LEN KEOGH,MR KEOGH,Keogh,AustralianPoliticians
Keogh1981,249147,Keogh,Matthew,Matt,"Keogh, Matt",male,,Burt,1981-11-11,,Mr Matt Keogh,Mr Keogh,MR MATT KEOGH,MR KEOGH,Keogh,AustralianPoliticians
Keon1915,KEJ,Keon,Standish,Stan,"Keon, Stan",male,,Yarra,1915-07-02,1987-01-22,Mr Stan Keon,Mr Keon,MR STAN KEON,MR KEON,Keon,AustralianPoliticians
Kerby1885,KEK,Kerby,Edwin,,"Kerby, Edwin",male,,Ballaarat,1885-04-12,1971-07-05,Mr Edwin Kerby,Mr Kerby,MR EDWIN KERBY,MR KERBY,Kerby,AustralianPoliticians
Kerin1937,QH4,Kerin,John,,"Kerin, John",male,,Werriwa,1937-11-21,,Mr John Kerin,Mr Kerin,MR JOHN KERIN,MR KERIN,Kerin,AustralianPoliticians
Kernot1948,XW4,Kernot,Cheryl,,"Kernot, Cheryl",female,,Dickson,1948-12-05,,Ms Cheryl Kernot,Ms Kernot,MS CHERYL KERNOT,MS KERNOT,Kernot,AustralianPoliticians
Kerr1952,RH4,Kerr,Duncan,,"Kerr, Duncan",male,,Denison,1952-02-26,,Mr Duncan Kerr,Mr Kerr,MR DUNCAN KERR,MR KERR,Kerr,AustralianPoliticians
Khalil1973,101351,Khalil,Peter,,"Khalil, Peter",male,,Wills,1973-03-23,,Mr Peter Khalil,Mr Khalil,MR PETER KHALIL,MR KHALIL,Khalil,AustralianPoliticians
Killen1860,KEQ,Killen,William,,"Killen, William",male,,Riverina,,1939-02-20,Mr William Killen,Mr Killen,MR WILLIAM KILLEN,MR KILLEN,Killen,AustralianPoliticians
Killen1925,4U4,Killen,Denis,Jim,"Killen, Jim",male,,Moreton,1925-11-23,2007-01-12,Mr Jim Killen,Mr Killen,MR JIM KILLEN,MR KILLEN,Killen,AustralianPoliticians
King1920,KET,King,Robert,,"King, Robert",male,,Wimmera,1920-03-22,1991-06-30,Mr Robert King,Mr King,MR ROBERT KING,MR KING,King,AustralianPoliticians
King1952,00AMQ,King,Peter,,"King, Peter",male,,Wentworth,1952-06-29,,Mr Peter King,Mr King,MR PETER KING,MR KING,King,AustralianPoliticians
King1966,00AMR,King,Catherine,,"King, Catherine",female,,Ballarat,1966-06-02,,Ms Catherine King,Ms King,MS CATHERINE KING,MS KING,King,AustralianPoliticians
King1973,102376,King,Madeleine,,"King, Madeleine",female,,Brand,1973-03-31,,Ms Madeleine King,Ms King,MS MADELEINE KING,MS KING,King,AustralianPoliticians
Kingston1850,KEW,Kingston,Charles,,"Kingston, Charles",male,,Adelaide,1850-10-22,1908-05-11,Mr Charles Kingston,Mr Kingston,MR CHARLES KINGSTON,MR KINGSTON,Kingston,AustralianPoliticians
Kirwan1869,KYR,Kirwan,John,,"Kirwan, John",male,,Kalgoorlie,1869-12-02,1949-09-09,Mr John Kirwan,Mr Kirwan,MR JOHN KIRWAN,MR KIRWAN,Kirwan,AustralianPoliticians
Kirwan1937,KGN,Kirwan,Frank,,"Kirwan, Frank",male,,Forrest,1937-10-23,1976-10-28,Mr Frank Kirwan,Mr Kirwan,MR FRANK KIRWAN,MR KIRWAN,Kirwan,AustralianPoliticians
Klugman1924,SH4,Klugman,Richard,Dick,"Klugman, Dick",male,,Prospect,1924-01-18,2011-02-21,Mr Dick Klugman,Mr Klugman,MR DICK KLUGMAN,MR KLUGMAN,Klugman,AustralianPoliticians
Knott1956,GV5,Knott,Peter,,"Knott, Peter",male,,Gilmore,1956-08-08,2015-10-29,Mr Peter Knott,Mr Knott,MR PETER KNOTT,MR KNOTT,Knott,AustralianPoliticians
Knox1850,KYT,Knox,William,,"Knox, William",male,,Kooyong,1850-04-25,1913-08-25,Mr William Knox,Mr Knox,MR WILLIAM KNOX,MR KNOX,Knox,AustralianPoliticians
Lacey1887,KZ6,Lacey,Andrew,,"Lacey, Andrew",male,,Grey,1887-10-09,1946-08-24,Mr Andrew Lacey,Mr Lacey,MR ANDREW LACEY,MR LACEY,Lacey,AustralianPoliticians
Lamb1939,JG4,Lamb,Antony,Tony,"Lamb, Tony",male,,Streeton,1939-03-07,,Mr Tony Lamb,Mr Lamb,MR TONY LAMB,MR LAMB,Lamb,AustralianPoliticians
Lamb1972,265975,Lamb,Susan,,"Lamb, Susan",female,,Longman,1972-03-23,,Ms Susan Lamb,Ms Lamb,MS SUSAN LAMB,MS LAMB,Lamb,AustralianPoliticians
Lambert1881,KZ8,Lambert,William,,"Lambert, William",male,,West Sydney,1881-03-24,1928-09-06,Mr William Lambert,Mr Lambert,MR WILLIAM LAMBERT,MR LAMBERT,Lambert,AustralianPoliticians
Laming1966,E0H,Laming,Andrew,,"Laming, Andrew",male,,Bowman,1966-09-30,,Mr Andrew Laming,Mr Laming,MR ANDREW LAMING,MR LAMING,Laming,AustralianPoliticians
Lamond1865,KZC,Lamond,Hector,,"Lamond, Hector",male,,Illawarra,1865-10-31,1947-04-22,Mr Hector Lamond,Mr Lamond,MR HECTOR LAMOND,MR LAMOND,Lamond,AustralianPoliticians
Landry1962,249764,Landry,Michelle,,"Landry, Michelle",female,,Capricornia,1962-10-15,,Ms Michelle Landry,Ms Landry,MS MICHELLE LANDRY,MS LANDRY,Landry,AustralianPoliticians
Lane1873,KZF,Lane,Albert,,"Lane, Albert",male,,Barton,1873-07-24,1950-12-29,Mr Albert Lane,Mr Lane,MR ALBERT LANE,MR LANE,Lane,AustralianPoliticians
Lang1876,KZJ,Lang,John,Jack,"Lang, Jack",male,,Reid,1876-12-21,1975-09-27,Mr Jack Lang,Mr Lang,MR JACK LANG,MR LANG,Lang,AustralianPoliticians
Langmore1939,KG4,Langmore,John,,"Langmore, John",male,,Fraser,1939-09-03,,Mr John Langmore,Mr Langmore,MR JOHN LANGMORE,MR LANGMORE,Langmore,AustralianPoliticians
Langtry1880,KZN,Langtry,Joseph,,"Langtry, Joseph",male,,Riverina,1880-09-02,1951-04-30,Mr Joseph Langtry,Mr Langtry,MR JOSEPH LANGTRY,MR LANGTRY,Langtry,AustralianPoliticians
Latham1877,KZO,Latham,John,,"Latham, John",male,,Kooyong,1877-08-25,1964-07-25,Mr John Latham,Mr Latham,MR JOHN LATHAM,MR LATHAM,Latham,AustralianPoliticians
Latham1961,K26,Latham,Mark,,"Latham, Mark",male,,Werriwa,1961-02-28,,Mr Mark Latham,Mr Latham,MR MARK LATHAM,MR LATHAM,Latham,AustralianPoliticians
Laundy1971,247130,Laundy,Craig,,"Laundy, Craig",male,,Reid,1971-02-16,,Mr Craig Laundy,Mr Laundy,MR CRAIG LAUNDY,MR LAUNDY,Laundy,AustralianPoliticians
Lavarch1961,LG4,Lavarch,Michael,,"Lavarch, Michael",male,,Dickson,1961-06-08,,Mr Michael Lavarch,Mr Lavarch,MR MICHAEL LAVARCH,MR LAVARCH,Lavarch,AustralianPoliticians
Lavelle1887,KZU,Lavelle,Thomas,,"Lavelle, Thomas",male,,Calare,1887-12-02,1944-05-24,Mr Thomas Lavelle,Mr Lavelle,MR THOMAS LAVELLE,MR LAVELLE,Lavelle,AustralianPoliticians
Lawler1961,834,Lawler,Anthony,Tony,"Lawler, Tony",male,,Parkes,1961-10-18,,Mr Tony Lawler,Mr Lawler,MR TONY LAWLER,MR LAWLER,Lawler,AustralianPoliticians
Lawrence1906,KZW,Lawrence,William,,"Lawrence, William",male,,Wimmera,1906-07-28,2004-01-13,Mr William Lawrence,Mr Lawrence,MR WILLIAM LAWRENCE,MR LAWRENCE,Lawrence,AustralianPoliticians
Lawrence1948,XS4,Lawrence,Carmen,,"Lawrence, Carmen",female,,Fremantle,1948-03-02,,Ms Carmen Lawrence,Ms Lawrence,MS CARMEN LAWRENCE,MS LAWRENCE,Lawrence,AustralianPoliticians
Lawson1880,KZX,Lawson,George,,"Lawson, George",male,,Brisbane,1880-08-14,1966-11-25,Mr George Lawson,Mr Lawson,MR GEORGE LAWSON,MR LAWSON,Lawson,AustralianPoliticians
Lawson1897,KZZ,Lawson,John,,"Lawson, John",male,,Macquarie,1897-03-24,1956-08-14,Mr John Lawson,Mr Lawson,MR JOHN LAWSON,MR LAWSON,Lawson,AustralianPoliticians
Lazzarini1894,L07,Lazzarini,Hubert,,"Lazzarini, Hubert",male,,Werriwa,1894-09-08,1952-10-01,Mr Hubert Lazzarini,Mr Lazzarini,MR HUBERT LAZZARINI,MR LAZZARINI,Lazzarini,AustralianPoliticians
Leckie1872,KR9,Leckie,John,,"Leckie, John",male,,Indi,1872-10-14,1947-09-25,Mr John Leckie,Mr Leckie,MR JOHN LECKIE,MR LECKIE,Leckie,AustralianPoliticians
Lee1856,L0R,Lee,Henry,,"Lee, Henry",male,,Cowper,,1927-08-12,Mr Henry Lee,Mr Lee,MR HENRY LEE,MR LEE,Lee,AustralianPoliticians
Lee1920,L0U,Lee,Mervyn,,"Lee, Mervyn",male,,Lalor,1920-08-18,2009-12-13,Mr Mervyn Lee,Mr Lee,MR MERVYN LEE,MR LEE,Lee,AustralianPoliticians
Lee1957,MG4,Lee,Michael,,"Lee, Michael",male,,Dobell,1957-03-24,,Mr Michael Lee,Mr Lee,MR MICHAEL LEE,MR LEE,Lee,AustralianPoliticians
Leeser1976,109556,Leeser,Julian,,"Leeser, Julian",male,,Berowra,1976-05-25,,Mr Julian Leeser,Mr Leeser,MR JULIAN LEESER,MR LEESER,Leeser,AustralianPoliticians
Leigh1972,BU8,Leigh,Andrew,,"Leigh, Andrew",male,Dr,Fenner,1972-08-03,,Dr Andrew Leigh,Dr Leigh,Dr ANDREW LEIGH,Dr LEIGH,Leigh,AustralianPoliticians
Lemmon1908,L0X,Lemmon,Nelson,,"Lemmon, Nelson",male,,St George,1908-03-22,1989-03-20,Mr Nelson Lemmon,Mr Lemmon,MR NELSON LEMMON,MR LEMMON,Lemmon,AustralianPoliticians
Leslie1900,L19,Leslie,Hugh,,"Leslie, Hugh",male,,Moore,1900-04-17,1974-09-02,Mr Hugh Leslie,Mr Leslie,MR HUGH LESLIE,MR LESLIE,Leslie,AustralianPoliticians
Lewis1882,L1C,Lewis,Arthur,,"Lewis, Arthur",male,,Corio,1882-04-22,1975-04-11,Mr Arthur Lewis,Mr Lewis,MR ARTHUR LEWIS,MR LEWIS,Lewis,AustralianPoliticians
Ley1879,L1G,Ley,Thomas,,"Ley, Thomas",male,,Barton,1879-10-28,1947-07-25,Mr Thomas Ley,Mr Ley,MR THOMAS LEY,MR LEY,Ley,AustralianPoliticians
Ley1961,00AMN,Ley,Sussan,,"Ley, Sussan",female,,Farrer,1961-12-14,,Ms Sussan Ley,Ms Ley,MS SUSSAN LEY,MS LEY,Ley,AustralianPoliticians
Liddell1862,L1H,Liddell,Frank,,"Liddell, Frank",male,,Hunter,1862-06-26,1939-10-20,Mr Frank Liddell,Mr Liddell,MR FRANK LIDDELL,MR LIDDELL,Liddell,AustralianPoliticians
Lieberman1938,XU5,Lieberman,Louis,Lou,"Lieberman, Lou",male,,Indi,1938-05-23,,Mr Lou Lieberman,Mr Lieberman,MR LOU LIEBERMAN,MR LIEBERMAN,Lieberman,AustralianPoliticians
Lindsay1905,L1I,Lindsay,Robert,,"Lindsay, Robert",male,,Flinders,1905-08-18,2000-09-06,Mr Robert Lindsay,Mr Lindsay,MR ROBERT LINDSAY,MR LINDSAY,Lindsay,AustralianPoliticians
Lindsay1942,OG4,Lindsay,Eamon,Ted,"Lindsay, Ted",male,,Herbert,1942-12-19,,Mr Ted Lindsay,Mr Lindsay,MR TED LINDSAY,MR LINDSAY,Lindsay,AustralianPoliticians
Lindsay1944,HK6,Lindsay,Peter,,"Lindsay, Peter",male,,Herbert,1944-05-04,,Mr Peter Lindsay,Mr Lindsay,MR PETER LINDSAY,MR LINDSAY,Lindsay,AustralianPoliticians
Lister1875,L1J,Lister,John,,"Lister, John",male,,Corio,1875-05-13,1935-10-04,Mr John Lister,Mr Lister,MR JOHN LISTER,MR LISTER,Lister,AustralianPoliticians
Littleproud1976,265585,Littleproud,David,,"Littleproud, David",male,,Maranoa,1976-09-04,,Mr David Littleproud,Mr Littleproud,MR DAVID LITTLEPROUD,MR LITTLEPROUD,Littleproud,AustralianPoliticians
Liu1964,282918,Liu,Gladys,,"Liu, Gladys",female,,Chisholm,1964-04-06,,Ms Gladys Liu,Ms Liu,MS GLADYS LIU,MS LIU,Liu,AustralianPoliticians
Livermore1969,83A,Livermore,Kirsten,,"Livermore, Kirsten",female,,Capricornia,1969-11-10,,Ms Kirsten Livermore,Ms Livermore,MS KIRSTEN LIVERMORE,MS LIVERMORE,Livermore,AustralianPoliticians
Livingston1856,KI9,Livingston,John,,"Livingston, John",male,,Barker,1856-03-24,1935-09-04,Mr John Livingston,Mr Livingston,MR JOHN LIVINGSTON,MR LIVINGSTON,Livingston,AustralianPoliticians
Lloyd1937,2E4,Lloyd,Bruce,,"Lloyd, Bruce",male,,Murray,1937-02-24,,Mr Bruce Lloyd,Mr Lloyd,MR BRUCE LLOYD,MR LLOYD,Lloyd,AustralianPoliticians
Lloyd1954,IK6,Lloyd,James,Jim,"Lloyd, Jim",male,,Robertson,1954-07-17,,Mr Jim Lloyd,Mr Lloyd,MR JIM LLOYD,MR LLOYD,Lloyd,AustralianPoliticians
Long1885,KIB,Long,William,,"Long, William",male,,Lang,1885-06-18,1957-03-03,Mr William Long,Mr Long,MR WILLIAM LONG,MR LONG,Long,AustralianPoliticians
Lonsdale1843,KIC,Lonsdale,Edmund,,"Lonsdale, Edmund",male,,New England,1843-10-31,1913-10-04,Mr Edmund Lonsdale,Mr Lonsdale,MR EDMUND LONSDALE,MR LONSDALE,Lonsdale,AustralianPoliticians
Luchetti1904,KID,Luchetti,Anthony,Tony,"Luchetti, Tony",male,,Macquarie,1904-05-27,1984-07-11,Mr Tony Luchetti,Mr Luchetti,MR TONY LUCHETTI,MR LUCHETTI,Luchetti,AustralianPoliticians
Luck1900,KIE,Luck,Aubrey,,"Luck, Aubrey",male,,Braddon,1900-11-14,1999-06-09,Mr Aubrey Luck,Mr Luck,MR AUBREY LUCK,MR LUCK,Luck,AustralianPoliticians
Lucock1916,KIH,Lucock,Philip,,"Lucock, Philip",male,,Lyne,1916-01-16,1996-08-08,Mr Philip Lucock,Mr Lucock,MR PHILIP LUCOCK,MR LUCOCK,Lucock,AustralianPoliticians
Lusher1945,KIK,Lusher,Stephen,,"Lusher, Stephen",male,,Hume,1945-10-18,,Mr Stephen Lusher,Mr Lusher,MR STEPHEN LUSHER,MR LUSHER,Lusher,AustralianPoliticians
Lynch1862,KIL,Lynch,John,,"Lynch, John",male,,Werriwa,,1941-06-15,Mr John Lynch,Mr Lynch,MR JOHN LYNCH,MR LYNCH,Lynch,AustralianPoliticians
Lynch1933,KIM,Lynch,Phillip,,"Lynch, Phillip",male,,Flinders,1933-06-27,1984-06-19,Mr Phillip Lynch,Mr Lynch,MR PHILLIP LYNCH,MR LYNCH,Lynch,AustralianPoliticians
Lyne1844,KIN,Lyne,William,,"Lyne, William",male,Sir,Hume,1844-04-06,1913-08-03,Mr William Lyne,Mr Lyne,MR WILLIAM LYNE,MR LYNE,Lyne,AustralianPoliticians
Lyons1879,F4O,Lyons,Joseph,,"Lyons, Joseph",male,,Wilmot,1879-09-15,1939-04-07,Mr Joseph Lyons,Mr Lyons,MR JOSEPH LYONS,MR LYONS,Lyons,AustralianPoliticians
Lyons1897,J7U,Lyons,Enid,,"Lyons, Enid",female,Dame,Darwin,1897-07-09,1981-09-02,Ms Enid Lyons,Ms Lyons,MS ENID LYONS,MS LYONS,Lyons,AustralianPoliticians
Lyons1953,M38,Lyons,Geoffrey,Geoff,"Lyons, Geoff",male,,Bass,1953-04-29,,Mr Geoff Lyons,Mr Lyons,MR GEOFF LYONS,MR LYONS,Lyons,AustralianPoliticians
MacdonaldPaterson1844,KIQ,Macdonald-Paterson,Thomas,,"Macdonald-Paterson, Thomas",male,,Brisbane,1844-05-09,1906-03-21,Mr Thomas Macdonald-Paterson,Mr Macdonald-Paterson,MR THOMAS MACDONALD-PATERSON,MR MACDONALD-PATERSON,Macdonald-Paterson,AustralianPoliticians
Macfarlane1955,WN6,Macfarlane,Ian,,"Macfarlane, Ian",male,,Groom,1955-04-05,,Mr Ian Macfarlane,Mr Macfarlane,MR IAN MACFARLANE,MR MACFARLANE,Macfarlane,AustralianPoliticians
Mack1933,AT4,Mack,Edward,Ted,"Mack, Ted",male,,North Sydney,1933-12-20,2018-11-06,Mr Ted Mack,Mr Mack,MR TED MACK,MR MACK,Mack,AustralianPoliticians
Mackay1872,KIT,Mackay,George,,"Mackay, George",male,,Lilley,1872-03-20,1961-11-05,Mr George Mackay,Mr Mackay,MR GEORGE MACKAY,MR MACKAY,Mackay,AustralianPoliticians
Mackay1919,KIW,Mackay,Malcolm,,"Mackay, Malcolm",male,,Evans,1919-12-29,1999-07-08,Mr Malcolm Mackay,Mr Mackay,MR MALCOLM MACKAY,MR MACKAY,Mackay,AustralianPoliticians
MacKellar1938,0I4,MacKellar,Michael,,"MacKellar, Michael",male,,Warringah,1938-10-27,2015-05-09,Mr Michael MacKellar,Mr MacKellar,MR MICHAEL MACKELLAR,MR MACKELLAR,MacKellar,AustralianPoliticians
MacKenzie1941,KKT,MacKenzie,Alexander,Sandy,"MacKenzie, Sandy",male,,Calare,1941-08-29,,Mr Sandy MacKenzie,Mr MacKenzie,MR SANDY MACKENZIE,MR MACKENZIE,MacKenzie,AustralianPoliticians
Mackinnon1903,KKU,Mackinnon,Ewen,Dan,"Mackinnon, Dan",male,,Corangamite,1903-02-11,1983-06-07,Mr Dan Mackinnon,Mr Mackinnon,MR DAN MACKINNON,MR MACKINNON,Mackinnon,AustralianPoliticians
Macklin1953,PG6,Macklin,Jennifer,Jenny,"Macklin, Jenny",female,,Jagajaga,1953-12-29,,Ms Jenny Macklin,Ms Macklin,MS JENNY MACKLIN,MS MACKLIN,Macklin,AustralianPoliticians
Macphee1938,6I4,Macphee,Ian,,"Macphee, Ian",male,,Goldstein,1938-07-13,,Mr Ian Macphee,Mr Macphee,MR IAN MACPHEE,MR MACPHEE,Macphee,AustralianPoliticians
MacTiernan1953,L6P,MacTiernan,Alannah,,"MacTiernan, Alannah",female,,Perth,1953-01-10,,Ms Alannah MacTiernan,Ms MacTiernan,MS ALANNAH MACTIERNAN,MS MACTIERNAN,MacTiernan,AustralianPoliticians
Maher1936,GP4,Maher,Michael,,"Maher, Michael",male,,Lowe,1936-07-11,2013-09-29,Mr Michael Maher,Mr Maher,MR MICHAEL MAHER,MR MAHER,Maher,AustralianPoliticians
Mahon1857,KLB,Mahon,Hugh,,"Mahon, Hugh",male,,Kalgoorlie,1857-01-06,1931-08-28,Mr Hugh Mahon,Mr Mahon,MR HUGH MAHON,MR MAHON,Mahon,AustralianPoliticians
Mahoney1892,KLC,Mahoney,Gerald,,"Mahoney, Gerald",male,,Denison,1892-05-24,1955-09-16,Mr Gerald Mahoney,Mr Mahoney,MR GERALD MAHONEY,MR MAHONEY,Mahoney,AustralianPoliticians
Mahony1877,KLG,Mahony,William,,"Mahony, William",male,,Dalley,,1962-08-28,Mr William Mahony,Mr Mahony,MR WILLIAM MAHONY,MR MAHONY,Mahony,AustralianPoliticians
Maisey1915,KLJ,Maisey,Donald,,"Maisey, Donald",male,,Moore,1915-05-06,2005-04-20,Mr Donald Maisey,Mr Maisey,MR DONALD MAISEY,MR MAISEY,Maisey,AustralianPoliticians
Makin1889,KLL,Makin,Norman,,"Makin, Norman",male,,Bonython,1889-03-31,1982-07-20,Mr Norman Makin,Mr Makin,MR NORMAN MAKIN,MR MAKIN,Makin,AustralianPoliticians
Maloney1854,KLM,Maloney,William,,"Maloney, William",male,,Melbourne,1854-04-12,1940-08-29,Mr William Maloney,Mr Maloney,MR WILLIAM MALONEY,MR MALONEY,Maloney,AustralianPoliticians
Manifold1867,KMM,Manifold,James,Chester,"Manifold, Chester",male,,Corangamite,1867-02-10,1918-10-23,Mr Chester Manifold,Mr Manifold,MR CHESTER MANIFOLD,MR MANIFOLD,Manifold,AustralianPoliticians
Mann1874,KMQ,Mann,Edward,,"Mann, Edward",male,,Perth,1874-08-11,1951-11-15,Mr Edward Mann,Mr Mann,MR EDWARD MANN,MR MANN,Mann,AustralianPoliticians
Manning1872,KMS,Manning,Arthur,,"Manning, Arthur",male,,Macquarie,1872-01-01,1947-04-03,Mr Arthur Manning,Mr Manning,MR ARTHUR MANNING,MR MANNING,Manning,AustralianPoliticians
Marek1964,LK6,Marek,Paul,,"Marek, Paul",male,,Capricornia,1964-07-25,,Mr Paul Marek,Mr Marek,MR PAUL MAREK,MR MAREK,Marek,AustralianPoliticians
Marino1954,HWP,Marino,Nola,,"Marino, Nola",female,,Forrest,1954-02-18,,Ms Nola Marino,Ms Marino,MS NOLA MARINO,MS MARINO,Marino,AustralianPoliticians
Marks1875,KMU,Marks,Walter,,"Marks, Walter",male,,Wentworth,1875-06-06,1951-03-31,Mr Walter Marks,Mr Marks,MR WALTER MARKS,MR MARKS,Marks,AustralianPoliticians
Markus1958,E07,Markus,Louise,,"Markus, Louise",female,,Macquarie,1958-09-06,,Ms Louise Markus,Ms Markus,MS LOUISE MARKUS,MS MARKUS,Markus,AustralianPoliticians
Marles1967,HWQ,Marles,Richard,,"Marles, Richard",male,,Corio,1967-07-13,,Mr Richard Marles,Mr Marles,MR RICHARD MARLES,MR MARLES,Marles,AustralianPoliticians
Marr1880,KMW,Marr,Charles,,"Marr, Charles",male,,Parkes,1880-03-23,1960-10-20,Mr Charles Marr,Mr Marr,MR CHARLES MARR,MR MARR,Marr,AustralianPoliticians
Martens1874,KMZ,Martens,George,,"Martens, George",male,,Herbert,,1949-08-23,Mr George Martens,Mr Martens,MR GEORGE MARTENS,MR MARTENS,Martens,AustralianPoliticians
Martin1920,KN9,Martin,Vincent,,"Martin, Vincent",male,,Banks,1920-05-14,2001-03-10,Mr Vincent Martin,Mr Martin,MR VINCENT MARTIN,MR MARTIN,Martin,AustralianPoliticians
Martin1948,8I4,Martin,Stephen,,"Martin, Stephen",male,,Cunningham,1948-06-24,,Mr Stephen Martin,Mr Martin,MR STEPHEN MARTIN,MR MARTIN,Martin,AustralianPoliticians
Martin1977,282982,Martin,Fiona,,"Martin, Fiona",female,Dr,Reid,1977-11-16,,Dr Fiona Martin,Dr Martin,DR FIONA MARTIN,DR MARTIN,Martin,AustralianPoliticians
Martyr1932,KNA,Martyr,John,,"Martyr, John",male,,Swan,1932-05-25,,Mr John Martyr,Mr Martyr,MR JOHN MARTYR,MR MARTYR,Martyr,AustralianPoliticians
Marwick1895,KNC,Marwick,Thomas,,"Marwick, Thomas",male,,Swan,1895-04-29,1960-04-03,Mr Thomas Marwick,Mr Marwick,MR THOMAS MARWICK,MR MARWICK,Marwick,AustralianPoliticians
MassyGreene1874,KNF,Massy-Greene,Walter,,"Massy-Greene, Walter",male,,Richmond,1874-11-06,1952-11-16,Mr Walter Massy-Greene,Mr Massy-Greene,MR WALTER MASSY-GREENE,MR MASSY-GREENE,Massy-Greene,AustralianPoliticians
Matheson1958,M2V,Matheson,Russell,,"Matheson, Russell",male,,Macarthur,1958-12-16,,Mr Russell Matheson,Mr Matheson,MR RUSSELL MATHESON,MR MATHESON,Matheson,AustralianPoliticians
Mathews1865,KNH,Mathews,James,,"Mathews, James",male,,Melbourne Ports,,1934-10-16,Mr James Mathews,Mr Mathews,MR JAMES MATHEWS,MR MATHEWS,Mathews,AustralianPoliticians
Mathews1935,KOE,Mathews,Charles,Race,"Mathews, Race",male,,Casey,1935-03-27,,Mr Race Mathews,Mr Mathews,MR RACE MATHEWS,MR MATHEWS,Mathews,AustralianPoliticians
Mauger1857,KNJ,Mauger,Samuel,,"Mauger, Samuel",male,,Maribyrnong,1857-11-12,1936-06-26,Mr Samuel Mauger,Mr Mauger,MR SAMUEL MAUGER,MR MAUGER,Mauger,AustralianPoliticians
Maxwell1859,KNP,Maxwell,George,,"Maxwell, George",male,,Fawkner,1859-04-30,1935-06-25,Mr George Maxwell,Mr Maxwell,MR GEORGE MAXWELL,MR MAXWELL,Maxwell,AustralianPoliticians
May1950,83B,May,Margaret,,"May, Margaret",female,,McPherson,1950-06-30,,Ms Margaret May,Ms May,MS MARGARET MAY,MS MAY,May,AustralianPoliticians
Mayer1932,KOH,Mayer,Helen,,"Mayer, Helen",female,,Chisholm,1932-09-07,2008-02-07,Ms Helen Mayer,Ms Mayer,MS HELEN MAYER,MS MAYER,Mayer,AustralianPoliticians
