unique_id,name_id,surname,first_name,common_name,display_name,gender,state_abbrev,birth_date,death_date,form1,form2,form3,form4,form5,source
Guilfoyle1926,C7D,Guilfoyle,Margaret,,"Guilfoyle, Margaret",female,VIC,1926-05-15,,Senator Margaret Guilfoyle,Senator Guilfoyle,Senator MARGARET GUILFOYLE,Senator GUILFOYLE,Senator Margaret GUILFOYLE,AustralianPoliticians
Guthrie1856,KNB,Guthrie,Robert,,"Guthrie, Robert",male,SA,1856-11-17,1921-01-20,Senator Robert Guthrie,Senator Guthrie,Senator ROBERT GUTHRIE,Senator GUTHRIE,Senator Robert GUTHRIE,AustralianPoliticians
Guthrie1872,KN7,Guthrie,James,,"Guthrie, James",male,VIC,1872-09-13,1958-08-18,Senator James Guthrie,Senator Guthrie,Senator JAMES GUTHRIE,Senator GUTHRIE,Senator James GUTHRIE,AustralianPoliticians
Guy1860,KNN,Guy,James,,"Guy, James",male,TAS,1860-11-13,1921-08-23,Senator James Guy,Senator Guy,Senator JAMES GUY,Senator GUY,Senator James GUY,AustralianPoliticians
Guy1890,KFW,Guy,James,Allan,"Guy, Allan",male,TAS,1890-11-30,1979-12-16,Senator Allan Guy,Senator Guy,Senator ALLAN GUY,Senator GUY,Senator Allan GUY,AustralianPoliticians
Haines1945,1H4,Haines,Janine,,"Haines, Janine",female,SA,1945-05-08,2004-11-20,Senator Janine Haines,Senator Haines,Senator JANINE HAINES,Senator HAINES,Senator Janine HAINES,AustralianPoliticians
Hall1928,2H4,Hall,Raymond,Steele,"Hall, Steele",male,SA,1928-11-30,,Senator Steele Hall,Senator Hall,Senator STEELE HALL,Senator HALL,Senator Steele HALL,AustralianPoliticians
Hamer1923,4H4,Hamer,David,,"Hamer, David",male,VIC,1923-09-05,2002-01-14,Senator David Hamer,Senator Hamer,Senator DAVID HAMER,Senator HAMER,Senator David HAMER,AustralianPoliticians
Hannaford1903,KNR,Hannaford,Douglas,Clive,"Hannaford, Clive",male,SA,1903-01-11,1967-10-24,Senator Clive Hannaford,Senator Hannaford,Senator CLIVE HANNAFORD,Senator HANNAFORD,Senator Clive HANNAFORD,AustralianPoliticians
Hannan1873,KGG,Hannan,Joseph,,"Hannan, Joseph",male,VIC,,1943-03-14,Senator Joseph Hannan,Senator Hannan,Senator JOSEPH HANNAN,Senator HANNAN,Senator Joseph HANNAN,AustralianPoliticians
Hannan1910,KNU,Hannan,George,,"Hannan, George",male,VIC,1910-09-10,2009-05-01,Senator George Hannan,Senator Hannan,Senator GEORGE HANNAN,Senator HANNAN,Senator George HANNAN,AustralianPoliticians
Hanson1954,BK6,Hanson,Pauline,,"Hanson, Pauline",female,QLD,1954-05-27,,Senator Pauline Hanson,Senator Hanson,Senator PAULINE HANSON,Senator HANSON,Senator Pauline HANSON,AustralianPoliticians
HansonYoung1981,I0U,Hanson-Young,Sarah,,"Hanson-Young, Sarah",female,SA,1981-12-23,,Senator Sarah Hanson-Young,Senator Hanson-Young,Senator SARAH HANSON-YOUNG,Senator HANSON-YOUNG,Senator Sarah HANSON-YOUNG,AustralianPoliticians
Hardy1898,KNZ,Hardy,Charles,,"Hardy, Charles",male,NSW,1898-12-12,1941-08-27,Senator Charles Hardy,Senator Hardy,Senator CHARLES HARDY,Senator HARDY,Senator Charles HARDY,AustralianPoliticians
Harney1865,KO8,Harney,Edward,,"Harney, Edward",male,WA,1865-08-31,1929-05-17,Senator Edward Harney,Senator Harney,Senator EDWARD HARNEY,Senator HARNEY,Senator Edward HARNEY,AustralianPoliticians
Harradine1935,6H4,Harradine,Brian,,"Harradine, Brian",male,TAS,1935-01-09,2014-04-14,Senator Brian Harradine,Senator Harradine,Senator BRIAN HARRADINE,Senator HARRADINE,Senator Brian HARRADINE,AustralianPoliticians
Harris1890,232369,Harris,John,,"Harris, John",male,WA,1890-12-03,1974-10-05,Senator John Harris,Senator Harris,Senator JOHN HARRIS,Senator HARRIS,Senator John HARRIS,AustralianPoliticians
Harris1943,8HC,Harris,Leonard,Len,"Harris, Len",male,QLD,1943-09-22,,Senator Len Harris,Senator Harris,Senator LEN HARRIS,Senator HARRIS,Senator Len HARRIS,AustralianPoliticians
Hayes1868,KOF,Hayes,John,,"Hayes, John",male,TAS,1868-04-21,1956-07-12,Senator John Hayes,Senator Hayes,Senator JOHN HAYES,Senator HAYES,Senator John HAYES,AustralianPoliticians
Hays1869,KOJ,Hays,Herbert,,"Hays, Herbert",male,TAS,1869-09-20,1960-02-16,Senator Herbert Hays,Senator Hays,Senator HERBERT HAYS,Senator HAYS,Senator Herbert HAYS,AustralianPoliticians
Hearn1921,KOM,Hearn,Jean,,"Hearn, Jean",female,TAS,1921-03-30,2017-11-20,Senator Jean Hearn,Senator Hearn,Senator JEAN HEARN,Senator HEARN,Senator Jean HEARN,AustralianPoliticians
Heatley1920,KOO,Heatley,William,,"Heatley, William",male,QLD,1920-07-11,1971-10-29,Senator William Heatley,Senator Heatley,Senator WILLIAM HEATLEY,Senator HEATLEY,Senator William HEATLEY,AustralianPoliticians
Heffernan1943,C16,Heffernan,William,,"Heffernan, William",male,NSW,1943-03-03,,Senator William Heffernan,Senator Heffernan,Senator WILLIAM HEFFERNAN,Senator HEFFERNAN,Senator William HEFFERNAN,AustralianPoliticians
Henderson1857,KOS,Henderson,Christopher,,"Henderson, Christopher",male,WA,1857-08-19,1933-01-21,Senator Christopher Henderson,Senator Henderson,Senator CHRISTOPHER HENDERSON,Senator HENDERSON,Senator Christopher HENDERSON,AustralianPoliticians
Henderson1964,ZN4,Henderson,Sarah,,"Henderson, Sarah",female,VIC,1964-04-04,,Senator Sarah Henderson,Senator Henderson,Senator SARAH HENDERSON,Senator HENDERSON,Senator Sarah HENDERSON,AustralianPoliticians
Hendrickson1897,KOU,Hendrickson,Albion,Bert,"Hendrickson, Bert",male,VIC,1897-12-17,1977-04-28,Senator Bert Hendrickson,Senator Hendrickson,Senator BERT HENDRICKSON,Senator HENDRICKSON,Senator Bert HENDRICKSON,AustralianPoliticians
Henty1903,KOW,Henty,Norman,Denham,"Henty, Denham",male,TAS,1903-10-13,1978-05-09,Senator Denham Henty,Senator Henty,Senator DENHAM HENTY,Senator HENTY,Senator Denham HENTY,AustralianPoliticians
Herron1932,VW4,Herron,John,,"Herron, John",male,QLD,1932-09-04,2019-02-25,Senator John Herron,Senator Herron,Senator JOHN HERRON,Senator HERRON,Senator John HERRON,AustralianPoliticians
Higgs1862,KHE,Higgs,William,,"Higgs, William",male,QLD,1862-01-18,1951-06-11,Senator William Higgs,Senator Higgs,Senator WILLIAM HIGGS,Senator HIGGS,Senator William HIGGS,AustralianPoliticians
Hill1946,BH4,Hill,Robert,,"Hill, Robert",male,SA,1946-09-25,,Senator Robert Hill,Senator Hill,Senator ROBERT HILL,Senator HILL,Senator Robert HILL,AustralianPoliticians
Hinch1944,2O4,Hinch,Derryn,,"Hinch, Derryn",male,VIC,1944-02-09,,Senator Derryn Hinch,Senator Hinch,Senator DERRYN HINCH,Senator HINCH,Senator Derryn HINCH,AustralianPoliticians
Hoare1874,KOZ,Hoare,Albert,,"Hoare, Albert",male,SA,1874-11-22,1962-01-21,Senator Albert Hoare,Senator Hoare,Senator ALBERT HOARE,Senator HOARE,Senator Albert HOARE,AustralianPoliticians
Hogg1949,7L6,Hogg,John,,"Hogg, John",male,QLD,1949-03-19,,Senator John Hogg,Senator Hogg,Senator JOHN HOGG,Senator HOGG,Senator John HOGG,AustralianPoliticians
Hughes,273828,Hughes,Hollie,,"Hughes, Hollie",female,NSW,,,Senator Hollie Hughes,Senator Hughes,Senator HOLLIE HUGHES,Senator HUGHES,Senator Hollie HUGHES,AustralianPoliticians
Hume1971,266499,Hume,Edwina,Jane,"Hume, Jane",female,VIC,1971-04-30,,Senator Jane Hume,Senator Hume,Senator JANE HUME,Senator HUME,Senator Jane HUME,AustralianPoliticians
Humphries1958,KO6,Humphries,Gary,,"Humphries, Gary",male,ACT,1958-07-06,,Senator Gary Humphries,Senator Humphries,Senator GARY HUMPHRIES,Senator HUMPHRIES,Senator Gary HUMPHRIES,AustralianPoliticians
Hurley1955,E4U,Hurley,Annette,,"Hurley, Annette",female,SA,1955-03-23,,Senator Annette Hurley,Senator Hurley,Senator ANNETTE HURLEY,Senator HURLEY,Senator Annette HURLEY,AustralianPoliticians
Hutchins1956,84P,Hutchins,Stephen,,"Hutchins, Stephen",male,NSW,1956-04-22,2017-11-24,Senator Stephen Hutchins,Senator Hutchins,Senator STEPHEN HUTCHINS,Senator HUTCHINS,Senator Stephen HUTCHINS,AustralianPoliticians
Jenkins1938,IH4,Jenkins,Jean,,"Jenkins, Jean",female,WA,1938-03-16,,Senator Jean Jenkins,Senator Jenkins,Senator JEAN JENKINS,Senator JENKINS,Senator Jean JENKINS,AustralianPoliticians
Jessop1927,KKD,Jessop,Donald,Don,"Jessop, Don",male,SA,1927-06-21,2018-05-21,Senator Don Jessop,Senator Jessop,Senator DON JESSOP,Senator JESSOP,Senator Don JESSOP,AustralianPoliticians
Johnston1880,KP8,Johnston,Edward,Bertie,"Johnston, Bertie",male,WA,1880-01-11,1942-09-06,Senator Bertie Johnston,Senator Johnston,Senator BERTIE JOHNSTON,Senator JOHNSTON,Senator Bertie JOHNSTON,AustralianPoliticians
Johnston1956,00AON,Johnston,David,,"Johnston, David",male,WA,1956-02-14,,Senator David Johnston,Senator Johnston,Senator DAVID JOHNSTON,Senator JOHNSTON,Senator David JOHNSTON,AustralianPoliticians
JonesGerry1932,LH4,Jones,Gerry,,"Jones, Gerry",male,QLD,1932-08-16,2017-04-21,Senator Gerry Jones,Senator Jones,Senator GERRY JONES,Senator JONES,Senator Gerry JONES,AustralianPoliticians
Joyce1967,E5D,Joyce,Barnaby,,"Joyce, Barnaby",male,QLD,1967-04-17,,Senator Barnaby Joyce,Senator Joyce,Senator BARNABY JOYCE,Senator JOYCE,Senator Barnaby JOYCE,AustralianPoliticians
KakoschkeMoore1985,265982,Kakoschke-Moore,Skye,,"Kakoschke-Moore, Skye",female,SA,1985-12-19,,Senator Skye Kakoschke-Moore,Senator Kakoschke-Moore,Senator SKYE KAKOSCHKE-MOORE,Senator KAKOSCHKE-MOORE,Senator Skye KAKOSCHKE-MOORE,AustralianPoliticians
Kane1908,KPA,Kane,John,Jack,"Kane, Jack",male,NSW,1908-07-23,1988-10-27,Senator Jack Kane,Senator Kane,Senator JACK KANE,Senator KANE,Senator Jack KANE,AustralianPoliticians
Katz1887,KPC,Katz,Frederick,Fred,"Katz, Fred",male,VIC,1887-05-21,1960-12-13,Senator Fred Katz,Senator Katz,Senator FRED KATZ,Senator KATZ,Senator Fred KATZ,AustralianPoliticians
Keane1881,KE4,Keane,Richard,,"Keane, Richard",male,VIC,1881-02-14,1946-04-26,Senator Richard Keane,Senator Keane,Senator RICHARD KEANE,Senator KEANE,Senator Richard KEANE,AustralianPoliticians
Keating1872,KPE,Keating,John,,"Keating, John",male,TAS,1872-06-28,1940-10-31,Senator John Keating,Senator Keating,Senator JOHN KEATING,Senator KEATING,Senator John KEATING,AustralianPoliticians
Keeffe1919,KPG,Keeffe,James,Jim,"Keeffe, Jim",male,QLD,1919-08-20,1988-05-15,Senator Jim Keeffe,Senator Keeffe,Senator JIM KEEFFE,Senator KEEFFE,Senator Jim KEEFFE,AustralianPoliticians
Kemp1944,WW4,Kemp,Charles,,"Kemp, Charles",male,VIC,1944-12-21,,Senator Charles Kemp,Senator Kemp,Senator CHARLES KEMP,Senator KEMP,Senator Charles KEMP,AustralianPoliticians
Kendall1899,KPI,Kendall,Roy,,"Kendall, Roy",male,QLD,1899-06-09,1972-03-09,Senator Roy Kendall,Senator Kendall,Senator ROY KENDALL,Senator KENDALL,Senator Roy KENDALL,AustralianPoliticians
Keneally1968,LNW,Keneally,Kristina,,"Keneally, Kristina",female,NSW,1968-12-19,,Senator Kristina Keneally,Senator Keneally,Senator KRISTINA KENEALLY,Senator KENEALLY,Senator Kristina KENEALLY,AustralianPoliticians
Kennelly1900,KPK,Kennelly,Patrick,Pat,"Kennelly, Pat",male,VIC,1900-06-03,1981-10-12,Senator Pat Kennelly,Senator Kennelly,Senator PAT KENNELLY,Senator KENNELLY,Senator Pat KENNELLY,AustralianPoliticians
Kernot1948,XW4,Kernot,Cheryl,,"Kernot, Cheryl",female,QLD,1948-12-05,,Senator Cheryl Kernot,Senator Kernot,Senator CHERYL KERNOT,Senator KERNOT,Senator Cheryl KERNOT,AustralianPoliticians
Ketter1961,244247,Ketter,Christopher,,"Ketter, Christopher",male,QLD,1961-02-12,,Senator Christopher Ketter,Senator Ketter,Senator CHRISTOPHER KETTER,Senator KETTER,Senator Christopher KETTER,AustralianPoliticians
Kilgariff1923,KPO,Kilgariff,Bernard,,"Kilgariff, Bernard",male,NT,1923-09-30,2010-04-13,Senator Bernard Kilgariff,Senator Kilgariff,Senator BERNARD KILGARIFF,Senator KILGARIFF,Senator Bernard KILGARIFF,AustralianPoliticians
Kingsmill1864,KPQ,Kingsmill,Walter,,"Kingsmill, Walter",male,WA,1864-04-10,1935-01-15,Senator Walter Kingsmill,Senator Kingsmill,Senator WALTER KINGSMILL,Senator KINGSMILL,Senator Walter KINGSMILL,AustralianPoliticians
Kirk1967,00AOO,Kirk,Linda,,"Kirk, Linda",female,SA,1967-05-24,,Senator Linda Kirk,Senator Kirk,Senator LINDA KIRK,Senator KIRK,Senator Linda KIRK,AustralianPoliticians
Kitching1970,247512,Kitching,Kimberley,,"Kitching, Kimberley",female,VIC,1970-02-16,,Senator Kimberley Kitching,Senator Kitching,Senator KIMBERLEY KITCHING,Senator KITCHING,Senator Kimberley KITCHING,AustralianPoliticians
Kneebone1876,KPT,Kneebone,Henry,Harry,"Kneebone, Harry",male,SA,1876-03-17,1933-12-22,Senator Harry Kneebone,Senator Kneebone,Senator HARRY KNEEBONE,Senator KNEEBONE,Senator Harry KNEEBONE,AustralianPoliticians
Knight1943,KPV,Knight,John,,"Knight, John",male,ACT,1943-11-20,1981-03-04,Senator John Knight,Senator Knight,Senator JOHN KNIGHT,Senator KNIGHT,Senator John KNIGHT,AustralianPoliticians
Knowles1951,TH4,Knowles,Susan,,"Knowles, Susan",female,WA,1951-04-10,,Senator Susan Knowles,Senator Knowles,Senator SUSAN KNOWLES,Senator KNOWLES,Senator Susan KNOWLES,AustralianPoliticians
Kroger1959,G1N,Kroger,Helen,,"Kroger, Helen",female,VIC,1959-03-11,,Senator Helen Kroger,Senator Kroger,Senator HELEN KROGER,Senator KROGER,Senator Helen KROGER,AustralianPoliticians
Lacey1900,KPZ,Lacey,Robert,,"Lacey, Robert",male,TAS,1900-01-12,1984-11-02,Senator Robert Lacey,Senator Lacey,Senator ROBERT LACEY,Senator LACEY,Senator Robert LACEY,AustralianPoliticians
Lajovic1921,KQD,Lajovic,Milivoj,Misha,"Lajovic, Misha",male,NSW,1921-07-23,2008-06-05,Senator Misha Lajovic,Senator Lajovic,Senator MISHA LAJOVIC,Senator LAJOVIC,Senator Misha LAJOVIC,AustralianPoliticians
Lambie1971,250026,Lambie,Jacqui,,"Lambie, Jacqui",female,TAS,1971-02-26,,Senator Jacqui Lambie,Senator Lambie,Senator JACQUI LAMBIE,Senator LAMBIE,Senator Jacqui LAMBIE,AustralianPoliticians
Lamp1895,KQF,Lamp,Charles,,"Lamp, Charles",male,TAS,1895-09-03,1972-04-17,Senator Charles Lamp,Senator Lamp,Senator CHARLES LAMP,Senator LAMP,Senator Charles LAMP,AustralianPoliticians
Large1878,KQH,Large,William,,"Large, William",male,NSW,1878-03-28,1964-03-02,Senator William Large,Senator Large,Senator WILLIAM LARGE,Senator LARGE,Senator William LARGE,AustralianPoliticians
Latham1882,KQL,Latham,Charles,,"Latham, Charles",male,WA,1882-01-26,1968-08-26,Senator Charles Latham,Senator Latham,Senator CHARLES LATHAM,Senator LATHAM,Senator Charles LATHAM,AustralianPoliticians
Laucke1914,KQN,Laucke,Condor,,"Laucke, Condor",male,SA,1914-11-09,1993-07-30,Senator Condor Laucke,Senator Laucke,Senator CONDOR LAUCKE,Senator LAUCKE,Senator Condor LAUCKE,AustralianPoliticians
Laught1907,KQQ,Laught,Keith,,"Laught, Keith",male,SA,1907-06-02,1969-05-13,Senator Keith Laught,Senator Laught,Senator KEITH LAUGHT,Senator LAUGHT,Senator Keith LAUGHT,AustralianPoliticians
Lawrie1907,KQV,Lawrie,Alexander,,"Lawrie, Alexander",male,QLD,1907-06-19,1978-12-13,Senator Alexander Lawrie,Senator Lawrie,Senator ALEXANDER LAWRIE,Senator LAWRIE,Senator Alexander LAWRIE,AustralianPoliticians
Lawson1875,KQZ,Lawson,Harry,,"Lawson, Harry",male,VIC,1875-03-05,1952-06-12,Senator Harry Lawson,Senator Lawson,Senator HARRY LAWSON,Senator LAWSON,Senator Harry LAWSON,AustralianPoliticians
Lazarus1965,108616,Lazarus,Glenn,,"Lazarus, Glenn",male,QLD,1965-12-11,,Senator Glenn Lazarus,Senator Lazarus,Senator GLENN LAZARUS,Senator LAZARUS,Senator Glenn LAZARUS,AustralianPoliticians
Leckie1872,KR9,Leckie,John,,"Leckie, John",male,VIC,1872-10-14,1947-09-25,Senator John Leckie,Senator Leckie,Senator JOHN LECKIE,Senator LECKIE,Senator John LECKIE,AustralianPoliticians
Lees1948,8U4,Lees,Meg,,"Lees, Meg",female,SA,1948-10-19,,Senator Meg Lees,Senator Lees,Senator MEG LEES,Senator LEES,Senator Meg LEES,AustralianPoliticians
Lewis1932,NG4,Lewis,Austin,,"Lewis, Austin",male,VIC,1932-12-05,,Senator Austin Lewis,Senator Lewis,Senator AUSTIN LEWIS,Senator LEWIS,Senator Austin LEWIS,AustralianPoliticians
Leyonhjelm1952,111206,Leyonhjelm,David,,"Leyonhjelm, David",male,NSW,1952-04-01,,Senator David Leyonhjelm,Senator Leyonhjelm,Senator DAVID LEYONHJELM,Senator LEYONHJELM,Senator David LEYONHJELM,AustralianPoliticians
Lightfoot1936,WP6,Lightfoot,Philip,Ross,"Lightfoot, Ross",male,WA,1936-08-11,,Senator Ross Lightfoot,Senator Lightfoot,Senator ROSS LIGHTFOOT,Senator LIGHTFOOT,Senator Ross LIGHTFOOT,AustralianPoliticians
Lillico1905,KRG,Lillico,Alexander,Elliot,"Lillico, Elliot",male,TAS,1905-09-05,1994-11-01,Senator Elliot Lillico,Senator Lillico,Senator ELLIOT LILLICO,Senator LILLICO,Senator Elliot LILLICO,AustralianPoliticians
Lindgren1969,258337,Lindgren,Joanna,,"Lindgren, Joanna",female,QLD,1969-12-05,,Senator Joanna Lindgren,Senator Lindgren,Senator JOANNA LINDGREN,Senator LINDGREN,Senator Joanna LINDGREN,AustralianPoliticians
Lines1953,112096,Lines,Susan,Sue,"Lines, Sue",female,WA,1953-12-15,,Senator Sue Lines,Senator Lines,Senator SUE LINES,Senator LINES,Senator Sue LINES,AustralianPoliticians
Little1914,KRU,Little,John,,"Little, John",male,VIC,1914-10-13,1988-11-25,Senator John Little,Senator Little,Senator JOHN LITTLE,Senator LITTLE,Senator John LITTLE,AustralianPoliticians
Long1870,KRX,Long,James,,"Long, James",male,TAS,,1932-12-23,Senator James Long,Senator Long,Senator JAMES LONG,Senator LONG,Senator James LONG,AustralianPoliticians
Loosley1952,BS4,Loosley,Stephen,,"Loosley, Stephen",male,NSW,1952-12-29,,Senator Stephen Loosley,Senator Loosley,Senator STEPHEN LOOSLEY,Senator LOOSLEY,Senator Stephen LOOSLEY,AustralianPoliticians
Ludlam1970,I07,Ludlam,Scott,,"Ludlam, Scott",male,WA,1970-01-10,,Senator Scott Ludlam,Senator Ludlam,Senator SCOTT LUDLAM,Senator LUDLAM,Senator Scott LUDLAM,AustralianPoliticians
Ludwig1959,84N,Ludwig,Joseph,Joe,"Ludwig, Joe",male,QLD,1959-07-21,,Senator Joe Ludwig,Senator Ludwig,Senator JOE LUDWIG,Senator LUDWIG,Senator Joe LUDWIG,AustralianPoliticians
Lundy1967,7G6,Lundy,Kate,,"Lundy, Kate",female,ACT,1967-12-15,,Senator Kate Lundy,Senator Lundy,Senator KATE LUNDY,Senator LUNDY,Senator Kate LUNDY,AustralianPoliticians
Lynch1867,KRZ,Lynch,Patrick,,"Lynch, Patrick",male,WA,1867-05-24,1944-01-15,Senator Patrick Lynch,Senator Lynch,Senator PATRICK LYNCH,Senator LYNCH,Senator Patrick LYNCH,AustralianPoliticians
MacDonald1880,KS9,MacDonald,John,,"MacDonald, John",male,QLD,1880-02-14,1937-08-17,Senator John MacDonald,Senator MacDonald,Senator JOHN MACDONALD,Senator MACDONALD,Senator John MACDONALD,AustralianPoliticians
MacDonald1892,KS7,MacDonald,Allan,,"MacDonald, Allan",male,WA,1892-08-25,1978-01-18,Senator Allan MacDonald,Senator MacDonald,Senator ALLAN MACDONALD,Senator MACDONALD,Senator Allan MACDONALD,AustralianPoliticians
Macdonald1945,YW4,Macdonald,Ian,,"Macdonald, Ian",male,QLD,1945-11-29,,Senator Ian Macdonald,Senator Macdonald,Senator IAN MACDONALD,Senator MACDONALD,Senator Ian MACDONALD,AustralianPoliticians
Macdonald1954,CX5,Macdonald,John,Sandy,"Macdonald, Sandy",male,NSW,1954-05-10,,Senator Sandy Macdonald,Senator Macdonald,Senator SANDY MACDONALD,Senator MACDONALD,Senator Sandy MACDONALD,AustralianPoliticians
Macfarlane1844,KSH,Macfarlane,James,,"Macfarlane, James",male,TAS,1844-09-02,1914-11-24,Senator James Macfarlane,Senator Macfarlane,Senator JAMES MACFARLANE,Senator MACFARLANE,Senator James MACFARLANE,AustralianPoliticians
MacGibbon1934,YH4,MacGibbon,David,,"MacGibbon, David",male,QLD,1934-05-13,,Senator David MacGibbon,Senator MacGibbon,Senator DAVID MACGIBBON,Senator MACGIBBON,Senator David MACGIBBON,AustralianPoliticians
Mackay1960,9L6,Mackay,Susan,Sue,"Mackay, Sue",female,TAS,1960-04-14,,Senator Sue Mackay,Senator Mackay,Senator SUE MACKAY,Senator MACKAY,Senator Sue MACKAY,AustralianPoliticians
Mackellar1844,KSJ,Mackellar,Charles,,"Mackellar, Charles",male,NSW,1844-12-05,1926-07-14,Senator Charles Mackellar,Senator Mackellar,Senator CHARLES MACKELLAR,Senator MACKELLAR,Senator Charles MACKELLAR,AustralianPoliticians
Macklin1943,2I4,Macklin,Michael,,"Macklin, Michael",male,QLD,1943-02-25,,Senator Michael Macklin,Senator Macklin,Senator MICHAEL MACKLIN,Senator MACKLIN,Senator Michael MACKLIN,AustralianPoliticians
Madigan1966,217571,Madigan,John,,"Madigan, John",male,VIC,1966-07-21,,Senator John Madigan,Senator Madigan,Senator JOHN MADIGAN,Senator MADIGAN,Senator John MADIGAN,AustralianPoliticians
Maguire1945,7I4,Maguire,Graham,,"Maguire, Graham",male,SA,1945-04-21,,Senator Graham Maguire,Senator Maguire,Senator GRAHAM MAGUIRE,Senator MAGUIRE,Senator Graham MAGUIRE,AustralianPoliticians
Maher1891,KSL,Maher,Edmund,,"Maher, Edmund",male,QLD,1891-06-08,1982-12-31,Senator Edmund Maher,Senator Maher,Senator EDMUND MAHER,Senator MAHER,Senator Edmund MAHER,AustralianPoliticians
Margetts1955,DX5,Margetts,Diane,Dee,"Margetts, Dee",female,WA,1955-03-05,,Senator Dee Margetts,Senator Margetts,Senator DEE MARGETTS,Senator MARGETTS,Senator Dee MARGETTS,AustralianPoliticians
Marriott1913,KSN,Marriott,John,,"Marriott, John",male,TAS,1913-02-16,1994-04-13,Senator John Marriott,Senator Marriott,Senator JOHN MARRIOTT,Senator MARRIOTT,Senator John MARRIOTT,AustralianPoliticians
Marshall1960,00AOP,Marshall,Gavin,,"Marshall, Gavin",male,VIC,1960-03-25,,Senator Gavin Marshall,Senator Marshall,Senator GAVIN MARSHALL,Senator MARSHALL,Senator Gavin MARSHALL,AustralianPoliticians
Martin1960,275266,Martin,Steven,Steve,"Martin, Steve",male,TAS,1960-10-03,,Senator Steve Martin,Senator Martin,Senator STEVE MARTIN,Senator MARTIN,Senator Steve MARTIN,AustralianPoliticians
Martyr1932,KNA,Martyr,John,,"Martyr, John",male,WA,1932-05-25,,Senator John Martyr,Senator Martyr,Senator JOHN MARTYR,Senator MARTYR,Senator John MARTYR,AustralianPoliticians
Marwick1895,KNC,Marwick,Thomas,,"Marwick, Thomas",male,WA,1895-04-29,1960-04-03,Senator Thomas Marwick,Senator Marwick,Senator THOMAS MARWICK,Senator MARWICK,Senator Thomas MARWICK,AustralianPoliticians
Mason1926,L8O,Mason,Colin,,"Mason, Colin",male,NSW,1926-10-28,,Senator Colin Mason,Senator Mason,Senator COLIN MASON,Senator MASON,Senator Colin MASON,AustralianPoliticians
Mason1962,84M,Mason,Brett,,"Mason, Brett",male,QLD,1962-03-05,,Senator Brett Mason,Senator Mason,Senator BRETT MASON,Senator MASON,Senator Brett MASON,AustralianPoliticians
MassyGreene1874,KNF,Massy-Greene,Walter,,"Massy-Greene, Walter",male,NSW,1874-11-06,1952-11-16,Senator Walter Massy-Greene,Senator Massy-Greene,Senator WALTER MASSY-GREENE,Senator MASSY-GREENE,Senator Walter MASSY-GREENE,AustralianPoliticians
Matheson1861,KSQ,Matheson,Alexander,,"Matheson, Alexander",male,WA,1861-02-06,1929-08-06,Senator Alexander Matheson,Senator Matheson,Senator ALEXANDER MATHESON,Senator MATHESON,Senator Alexander MATHESON,AustralianPoliticians
Mattner1893,KSS,Mattner,Edward,Ted,"Mattner, Ted",male,SA,1893-09-16,1977-12-21,Senator Ted Mattner,Senator Mattner,Senator TED MATTNER,Senator MATTNER,Senator Ted MATTNER,AustralianPoliticians
Maughan1863,KSU,Maughan,William,,"Maughan, William",male,QLD,1863-01-08,1933-04-09,Senator William Maughan,Senator Maughan,Senator WILLIAM MAUGHAN,Senator MAUGHAN,Senator William MAUGHAN,AustralianPoliticians
Maunsell1922,KSW,Maunsell,Charles,Ron,"Maunsell, Ron",male,QLD,1922-05-08,2010-12-17,Senator Ron Maunsell,Senator Maunsell,Senator RON MAUNSELL,Senator MAUNSELL,Senator Ron MAUNSELL,AustralianPoliticians
McAllister1973,121628,McAllister,Jennifer,Jenny,"McAllister, Jenny",female,NSW,1973-07-04,,Senator Jenny McAllister,Senator McAllister,Senator JENNY MCALLISTER,Senator MCALLISTER,Senator Jenny MCALLISTER,AustralianPoliticians
McAuliffe1918,KSY,McAuliffe,Ronald,Ron,"McAuliffe, Ron",male,QLD,1918-07-25,1988-08-16,Senator Ron McAuliffe,Senator McAuliffe,Senator RON MCAULIFFE,Senator MCAULIFFE,Senator Ron MCAULIFFE,AustralianPoliticians
McBride1892,KOL,McBride,Philip,,"McBride, Philip",male,SA,1892-06-18,1982-07-14,Senator Philip McBride,Senator McBride,Senator PHILIP MCBRIDE,Senator MCBRIDE,Senator Philip MCBRIDE,AustralianPoliticians
McCallum1892,KT8,McCallum,John,,"McCallum, John",male,NSW,1892-07-31,1973-12-30,Senator John McCallum,Senator McCallum,Senator JOHN MCCALLUM,Senator MCCALLUM,Senator John MCCALLUM,AustralianPoliticians
McCarthy1970,122087,McCarthy,Malarndirri,,"McCarthy, Malarndirri",female,NT,1970-04-19,,Senator Malarndirri McCarthy,Senator McCarthy,Senator MALARNDIRRI MCCARTHY,Senator MCCARTHY,Senator Malarndirri MCCARTHY,AustralianPoliticians
McClelland1915,5U4,McClelland,James,Jim,"McClelland, Jim",male,NSW,1915-06-03,1999-01-16,Senator Jim McClelland,Senator McClelland,Senator JIM MCCLELLAND,Senator MCCLELLAND,Senator Jim MCCLELLAND,AustralianPoliticians
McClelland1926,KTA,McClelland,Douglas,,"McClelland, Douglas",male,NSW,1926-08-05,,Senator Douglas McClelland,Senator McClelland,Senator DOUGLAS MCCLELLAND,Senator MCCLELLAND,Senator Douglas MCCLELLAND,AustralianPoliticians
